"","x"
"57332",1
"57333",14
"57334",2
"57335",18
"57336",4
"57337",25
"57338",24
"57339",10
"57340",1
"57341",5
"57342",4
"57343",16
"57344",8
"57345",13
"57346",7
"57347",10
"57348",1
"57349",2
"57350",24
"57351",38
"57352",3
"57353",4
"57354",21
"57355",45
"57356",6
"57357",4
"57358",1
"57359",15
"57360",16
"57361",2
"57362",28
"57363",15
"57364",14
"57365",4
"57366",21
"57367",11
"57368",7
"57369",11
"57370",4
"57371",7
"57372",1
"57373",14
"57374",12
"57375",29
"57376",2
"57377",8
"57378",2
"57379",2
"57380",4
"57381",23
"57382",8
"57383",13
"57384",11
"57385",22
"57386",8
"57387",1
"57388",10
"57389",32
"57390",1
"57391",13
"57392",4
"57393",4
"57394",19
"57395",6
"57396",3
"57397",13
"57398",8
"57399",2
"57400",15
"57401",9
"57402",0
"57403",3
"57404",19
"57405",24
"57406",8
"57407",8
"57408",24
"57409",2
"57410",22
"57411",3
"57412",9
"57413",7
"57414",9
"57415",10
"57416",5
"57417",2
"57418",5
"57419",19
"57420",3
"57421",1
"57422",9
"57423",12
"57424",10
"57425",5
"57426",10
"57427",10
"57428",9
"57429",18
"57430",7
"57431",21
"57432",8
"57433",14
"57434",22
"57435",4
"57436",11
"57437",15
"57438",39
"57439",6
"57440",5
"57441",19
"57442",23
"57443",1
"57444",7
"57445",22
"57446",8
"57447",29
"57448",18
"57449",17
"57450",7
"57451",5
"57452",18
"57453",2
"57454",7
"57455",5
"57456",10
"57457",8
"57458",5
"57459",11
"57460",1
"57461",8
"57462",25
"57463",7
"57464",15
"57465",8
"57466",10
"57467",1
"57468",15
"57469",4
"57470",15
"57471",7
"57472",22
"57473",8
"57474",3
"57475",4
"57476",15
"57477",19
"57478",23
"57479",11
"57480",2
"57481",3
"57482",17
"57483",4
"57484",7
"57485",5
"57486",22
"57487",3
"57488",1
"57489",2
"57490",15
"57491",2
"57492",15
"57493",26
"57494",54
"57495",16
"57496",12
"57497",4
"57498",8
"57499",5
"57500",0
"57501",5
"57502",21
"57503",6
"57504",26
"57505",23
"57506",9
"57507",0
"57508",11
"57509",19
"57510",20
"57511",9
"57512",20
"57513",8
"57514",12
"57515",6
"57516",17
"57517",13
"57518",3
"57519",6
"57520",6
"57521",8
"57522",11
"57523",17
"57524",21
"57525",17
"57526",10
"57527",20
"57528",5
"57529",9
"57530",7
"57531",35
"57532",7
"57533",14
"57534",20
"57535",4
"57536",9
"57537",3
"57538",22
"57539",10
"57540",11
"57541",7
"57542",1
"57543",11
"57544",16
"57545",1
"57546",2
"57547",11
"57548",9
"57549",17
"57550",17
"57551",10
"57552",3
"57553",10
"57554",6
"57555",16
"57556",3
"57557",30
"57558",10
"57559",14
"57560",9
"57561",7
"57562",9
"57563",12
"57564",46
"57565",9
"57566",27
"57567",7
"57568",3
"57569",8
"57570",16
"57571",3
"57572",8
"57573",31
"57574",4
"57575",3
"57576",8
"57577",27
"57578",6
"57579",6
"57580",2
"57581",19
"57582",18
"57583",7
"57584",40
"57585",23
"57586",30
"57587",3
"57588",3
"57589",5
"57590",12
"57591",0
"57592",9
"57593",12
"57594",2
"57595",5
"57596",6
"57597",6
"57598",7
"57599",6
"57600",18
"57601",4
"57602",1
"57603",12
"57604",16
"57605",13
"57606",5
"57607",2
"57608",37
"57609",10
"57610",8
"57611",12
"57612",2
"57613",3
"57614",10
"57615",11
"57616",1
"57617",4
"57618",10
"57619",2
"57620",8
"57621",7
"57622",0
"57623",11
"57624",4
"57625",1
"57626",7
"57627",30
"57628",11
"57629",20
"57630",20
"57631",14
"57632",14
"57633",13
"57634",27
"57635",6
"57636",16
"57637",21
"57638",1
"57639",16
"57640",15
"57641",25
"57642",12
"57643",3
"57644",17
"57645",5
"57646",12
"57647",10
"57648",10
"57649",2
"57650",22
"57651",6
"57652",2
"57653",8
"57654",28
"57655",35
"57656",6
"57657",23
"57658",42
"57659",21
"57660",14
"57661",2
"57662",2
"57663",6
"57664",28
"57665",33
"57666",3
"57667",10
"57668",2
"57669",3
"57670",11
"57671",8
"57672",13
"57673",9
"57674",10
"57675",0
"57676",14
"57677",15
"57678",10
"57679",7
"57680",1
"57681",3
"57682",6
"57683",17
"57684",4
"57685",7
"57686",8
"57687",1
"57688",16
"57689",13
"57690",8
"57691",5
"57692",9
"57693",0
"57694",5
"57695",24
"57696",22
"57697",13
"57698",4
"57699",1
"57700",10
"57701",15
"57702",1
"57703",3
"57704",4
"57705",7
"57706",11
"57707",1
"57708",21
"57709",11
"57710",3
"57711",2
"57712",13
"57713",16
"57714",27
"57715",5
"57716",2
"57717",15
"57718",12
"57719",13
"57720",29
"57721",2
"57722",16
"57723",30
"57724",8
"57725",4
"57726",20
"57727",25
"57728",14
"57729",6
"57730",9
"57731",10
"57732",9
"57733",4
"57734",3
"57735",11
"57736",20
"57737",13
"57738",29
"57739",7
"57740",1
"57741",10
"57742",12
"57743",6
"57744",13
"57745",6
"57746",26
"57747",34
"57748",11
"57749",11
"57750",4
"57751",17
"57752",2
"57753",8
"57754",32
"57755",6
"57756",14
"57757",4
"57758",3
"57759",9
"57760",5
"57761",20
"57762",11
"57763",4
"57764",11
"57765",3
"57766",15
"57767",3
"57768",3
"57769",11
"57770",1
"57771",3
"57772",18
"57773",10
"57774",11
"57775",23
"57776",7
"57777",11
"57778",22
"57779",2
"57780",13
"57781",6
"57782",19
"57783",2
"57784",9
"57785",1
"57786",8
"57787",6
"57788",32
"57789",18
"57790",8
"57791",20
"57792",8
"57793",23
"57794",2
"57795",1
"57796",31
"57797",1
"57798",3
"57799",1
"57800",19
"57801",6
"57802",5
"57803",13
"57804",1
"57805",13
"57806",19
"57807",20
"57808",5
"57809",18
"57810",9
"57811",5
"57812",3
"57813",10
"57814",16
"57815",6
"57816",8
"57817",0
"57818",33
"57819",5
"57820",10
"57821",2
"57822",7
"57823",29
"57824",12
"57825",22
"57826",2
"57827",10
"57828",3
"57829",6
"57830",5
"57831",11
"57832",25
"57833",8
"57834",19
"57835",5
"57836",28
"57837",7
"57838",4
"57839",6
"57840",27
"57841",11
"57842",20
"57843",2
"57844",30
"57845",23
"57846",13
"57847",5
"57848",13
"57849",10
"57850",14
"57851",23
"57852",7
"57853",19
"57854",9
"57855",19
"57856",18
"57857",12
"57858",25
"57859",21
"57860",13
"57861",4
"57862",13
"57863",16
"57864",25
"57865",10
"57866",25
"57867",5
"57868",15
"57869",6
"57870",21
"57871",2
"57872",3
"57873",3
"57874",1
"57875",3
"57876",15
"57877",4
"57878",20
"57879",19
"57880",17
"57881",6
"57882",3
"57883",6
"57884",4
"57885",7
"57886",3
"57887",27
"57888",24
"57889",24
"57890",5
"57891",2
"57892",14
"57893",12
"57894",29
"57895",21
"57896",1
"57897",10
"57898",4
"57899",13
"57900",10
"57901",11
"57902",1
"57903",18
"57904",2
"57905",1
"57906",18
"57907",16
"57908",5
"57909",3
"57910",2
"57911",7
"57912",12
"57913",6
"57914",11
"57915",27
"57916",10
"57917",0
"57918",16
"57919",20
"57920",7
"57921",6
"57922",2
"57923",13
"57924",4
"57925",5
"57926",10
"57927",7
"57928",11
"57929",29
"57930",18
"57931",11
"57932",13
"57933",4
"57934",17
"57935",2
"57936",2
"57937",14
"57938",16
"57939",25
"57940",7
"57941",19
"57942",13
"57943",7
"57944",21
"57945",3
"57946",9
"57947",6
"57948",3
"57949",17
"57950",21
"57951",8
"57952",6
"57953",14
"57954",4
"57955",10
"57956",1
"57957",19
"57958",6
"57959",4
"57960",5
"57961",17
"57962",3
"57963",3
"57964",9
"57965",12
"57966",3
"57967",14
"57968",5
"57969",9
"57970",5
"57971",10
"57972",21
"57973",16
"57974",31
"57975",20
"57976",5
"57977",30
"57978",0
"57979",9
"57980",5
"57981",8
"57982",28
"57983",11
"57984",5
"57985",11
"57986",2
"57987",20
"57988",16
"57989",18
"57990",4
"57991",12
"57992",2
"57993",6
"57994",2
"57995",25
"57996",6
"57997",8
"57998",5
"57999",9
"58000",3
"58001",4
"58002",16
"58003",4
"58004",26
"58005",24
"58006",11
"58007",3
"58008",6
"58009",5
"58010",19
"58011",30
"58012",8
"58013",9
"58014",3
"58015",2
"58016",19
"58017",8
"58018",2
"58019",2
"58020",5
"58021",10
"58022",20
"58023",1
"58024",16
"58025",6
"58026",6
"58027",18
"58028",11
"58029",17
"58030",3
"58031",10
"58032",4
"58033",7
"58034",31
"58035",1
"58036",19
"58037",6
"58038",7
"58039",26
"58040",10
"58041",6
"58042",5
"58043",5
"58044",6
"58045",16
"58046",8
"58047",5
"58048",2
"58049",16
"58050",10
"58051",3
"58052",18
"58053",8
"58054",8
"58055",16
"58056",14
"58057",16
"58058",11
"58059",11
"58060",10
"58061",5
"58062",29
"58063",8
"58064",3
"58065",2
"58066",13
"58067",8
"58068",5
"58069",1
"58070",11
"58071",13
"58072",17
"58073",24
"58074",24
"58075",10
"58076",13
"58077",5
"58078",6
"58079",14
"58080",7
"58081",2
"58082",6
"58083",2
"58084",11
"58085",5
"58086",27
"58087",10
"58088",12
"58089",9
"58090",7
"58091",4
"58092",12
"58093",10
"58094",8
"58095",6
"58096",12
"58097",11
"58098",13
"58099",0
"58100",28
"58101",34
"58102",2
"58103",17
"58104",6
"58105",5
"58106",17
"58107",12
"58108",27
"58109",8
"58110",10
"58111",6
"58112",4
"58113",10
"58114",4
"58115",11
"58116",7
"58117",4
"58118",14
"58119",28
"58120",50
"58121",5
"58122",21
"58123",17
"58124",28
"58125",6
"58126",11
"58127",26
"58128",9
"58129",9
"58130",21
"58131",4
"58132",1
"58133",11
"58134",14
"58135",18
"58136",4
"58137",9
"58138",12
"58139",18
"58140",3
"58141",3
"58142",13
"58143",1
"58144",1
"58145",5
"58146",1
"58147",17
"58148",14
"58149",8
"58150",10
"58151",8
"58152",3
"58153",1
"58154",4
"58155",17
"58156",12
"58157",14
"58158",4
"58159",32
"58160",1
"58161",22
"58162",4
"58163",7
"58164",6
"58165",17
"58166",8
"58167",20
"58168",10
"58169",24
"58170",18
"58171",1
"58172",6
"58173",3
"58174",14
"58175",4
"58176",17
"58177",16
"58178",9
"58179",14
"58180",6
"58181",5
"58182",12
"58183",4
"58184",19
"58185",7
"58186",11
"58187",2
"58188",6
"58189",16
"58190",6
"58191",8
"58192",7
"58193",9
"58194",9
"58195",10
"58196",29
"58197",9
"58198",35
"58199",11
"58200",22
"58201",1
"58202",5
"58203",6
"58204",4
"58205",7
"58206",12
"58207",25
"58208",6
"58209",17
"58210",11
"58211",13
"58212",3
"58213",7
"58214",3
"58215",9
"58216",7
"58217",6
"58218",9
"58219",10
"58220",10
"58221",14
"58222",3
"58223",11
"58224",7
"58225",5
"58226",2
"58227",1
"58228",16
"58229",5
"58230",19
"58231",4
"58232",3
"58233",2
"58234",19
"58235",11
"58236",4
"58237",5
"58238",6
"58239",3
"58240",5
"58241",2
"58242",2
"58243",3
"58244",14
"58245",3
"58246",3
"58247",1
"58248",1
"58249",8
"58250",17
"58251",19
"58252",12
"58253",4
"58254",8
"58255",3
"58256",1
"58257",6
"58258",2
"58259",3
"58260",1
"58261",15
"58262",8
"58263",3
"58264",0
"58265",8
"58266",10
"58267",5
"58268",5
"58269",7
"58270",3
"58271",9
"58272",11
"58273",22
"58274",13
"58275",7
"58276",5
"58277",15
"58278",19
"58279",14
"58280",4
"58281",20
"58282",12
"58283",5
"58284",7
"58285",6
"58286",6
"58287",15
"58288",20
"58289",4
"58290",11
"58291",15
"58292",6
"58293",15
"58294",17
"58295",14
"58296",1
"58297",19
"58298",9
"58299",7
"58300",26
"58301",11
"58302",8
"58303",14
"58304",14
"58305",3
"58306",1
"58307",11
"58308",5
"58309",10
"58310",4
"58311",13
"58312",6
"58313",9
"58314",7
"58315",11
"58316",6
"58317",7
"58318",3
"58319",3
"58320",15
"58321",3
"58322",7
"58323",8
"58324",5
"58325",8
"58326",9
"58327",26
"58328",17
"58329",11
"58330",11
"58331",12
"58332",5
"58333",7
"58334",14
"58335",26
"58336",3
"58337",10
"58338",8
"58339",14
"58340",5
"58341",11
"58342",11
"58343",9
"58344",19
"58345",6
"58346",29
"58347",5
"58348",3
"58349",1
"58350",19
"58351",11
"58352",14
"58353",12
"58354",8
"58355",22
"58356",18
"58357",8
"58358",12
"58359",6
"58360",17
"58361",6
"58362",6
"58363",6
"58364",12
"58365",8
"58366",6
"58367",1
"58368",10
"58369",4
"58370",6
"58371",4
"58372",5
"58373",4
"58374",1
"58375",5
"58376",2
"58377",0
"58378",14
"58379",0
"58380",9
"58381",14
"58382",23
"58383",5
"58384",3
"58385",13
"58386",4
"58387",8
"58388",4
"58389",2
"58390",3
"58391",11
"58392",19
"58393",10
"58394",6
"58395",12
"58396",9
"58397",17
"58398",3
"58399",9
"58400",1
"58401",10
"58402",21
"58403",12
"58404",13
"58405",7
"58406",3
"58407",18
"58408",8
"58409",8
"58410",10
"58411",5
"58412",6
"58413",7
"58414",24
"58415",25
"58416",6
"58417",6
"58418",10
"58419",5
"58420",5
"58421",13
"58422",2
"58423",2
"58424",8
"58425",1
"58426",5
"58427",8
"58428",6
"58429",20
"58430",3
"58431",4
"58432",3
"58433",3
"58434",5
"58435",17
"58436",4
"58437",20
"58438",2
"58439",15
"58440",5
"58441",9
"58442",4
"58443",5
"58444",17
"58445",6
"58446",9
"58447",2
"58448",0
"58449",4
"58450",10
"58451",31
"58452",9
"58453",14
"58454",4
"58455",26
"58456",19
"58457",20
"58458",18
"58459",12
"58460",12
"58461",7
"58462",5
"58463",5
"58464",4
"58465",9
"58466",5
"58467",13
"58468",12
"58469",11
"58470",6
"58471",8
"58472",6
"58473",4
"58474",2
"58475",8
"58476",6
"58477",5
"58478",2
"58479",18
"58480",5
"58481",7
"58482",7
"58483",11
"58484",13
"58485",22
"58486",6
"58487",7
"58488",5
"58489",5
"58490",5
"58491",2
"58492",6
"58493",4
"58494",18
"58495",7
"58496",3
"58497",15
"58498",2
"58499",15
"58500",14
"58501",6
"58502",31
"58503",12
"58504",9
"58505",5
"58506",7
"58507",4
"58508",1
"58509",16
"58510",11
"58511",9
"58512",2
"58513",2
"58514",20
"58515",6
"58516",13
"58517",9
"58518",18
"58519",6
"58520",9
"58521",6
"58522",6
"58523",7
"58524",12
"58525",16
"58526",48
"58527",4
"58528",11
"58529",2
"58530",5
"58531",6
"58532",6
"58533",3
"58534",4
"58535",8
"58536",12
"58537",6
"58538",2
"58539",17
"58540",15
"58541",21
"58542",4
"58543",8
"58544",7
"58545",11
"58546",11
"58547",8
"58548",11
"58549",12
"58550",5
"58551",11
"58552",1
"58553",8
"58554",2
"58555",1
"58556",23
"58557",10
"58558",8
"58559",8
"58560",26
"58561",9
"58562",2
"58563",9
"58564",18
"58565",17
"58566",16
"58567",13
"58568",25
"58569",28
"58570",10
"58571",10
"58572",18
"58573",12
"58574",9
"58575",11
"58576",11
"58577",10
"58578",6
"58579",10
"58580",2
"58581",7
"58582",4
"58583",2
"58584",4
"58585",8
"58586",14
"58587",8
"58588",32
"58589",5
"58590",20
"58591",17
"58592",13
"58593",21
"58594",4
"58595",14
"58596",11
"58597",3
"58598",12
"58599",5
"58600",2
"58601",3
"58602",14
"58603",19
"58604",18
"58605",8
"58606",5
"58607",16
"58608",8
"58609",6
"58610",4
"58611",6
"58612",1
"58613",19
"58614",6
"58615",4
"58616",3
"58617",1
"58618",19
"58619",19
"58620",19
"58621",4
"58622",6
"58623",8
"58624",3
"58625",0
"58626",4
"58627",9
"58628",14
"58629",5
"58630",3
"58631",12
"58632",6
"58633",17
"58634",7
"58635",4
"58636",13
"58637",11
"58638",8
"58639",1
"58640",10
"58641",11
"58642",23
"58643",11
"58644",1
"58645",6
"58646",5
"58647",12
"58648",15
"58649",4
"58650",11
"58651",5
"58652",1
"58653",4
"58654",11
"58655",29
"58656",10
"58657",4
"58658",22
"58659",21
"58660",12
"58661",6
"58662",15
"58663",5
"58664",3
"58665",2
"58666",19
"58667",6
"58668",14
"58669",4
"58670",4
"58671",2
"58672",3
"58673",6
"58674",8
"58675",8
"58676",5
"58677",3
"58678",9
"58679",3
"58680",8
"58681",8
"58682",7
"58683",5
"58684",7
"58685",12
"58686",12
"58687",20
"58688",9
"58689",10
"58690",3
"58691",6
"58692",3
"58693",6
"58694",8
"58695",12
"58696",2
"58697",4
"58698",15
"58699",27
"58700",3
"58701",27
"58702",9
"58703",14
"58704",4
"58705",6
"58706",4
"58707",9
"58708",4
"58709",6
"58710",5
"58711",22
"58712",5
"58713",11
"58714",9
"58715",1
"58716",22
"58717",9
"58718",13
"58719",8
"58720",3
"58721",22
"58722",13
"58723",7
"58724",2
"58725",9
"58726",10
"58727",8
"58728",24
"58729",10
"58730",1
"58731",6
"58732",7
"58733",20
"58734",1
"58735",1
"58736",2
"58737",16
"58738",9
"58739",3
"58740",2
"58741",9
"58742",15
"58743",5
"58744",4
"58745",11
"58746",1
"58747",10
"58748",3
"58749",3
"58750",1
"58751",5
"58752",15
"58753",3
"58754",21
"58755",10
"58756",1
"58757",5
"58758",13
"58759",6
"58760",11
"58761",5
"58762",1
"58763",10
"58764",4
"58765",6
"58766",6
"58767",20
"58768",20
"58769",8
"58770",20
"58771",23
"58772",2
"58773",7
"58774",10
"58775",14
"58776",2
"58777",3
"58778",2
"58779",8
"58780",20
"58781",0
"58782",10
"58783",15
"58784",0
"58785",21
"58786",18
"58787",4
"58788",15
"58789",1
"58790",20
"58791",11
"58792",1
"58793",17
"58794",11
"58795",5
"58796",8
"58797",5
"58798",9
"58799",7
"58800",19
"58801",5
"58802",2
"58803",8
"58804",15
"58805",7
"58806",10
"58807",14
"58808",12
"58809",6
"58810",14
"58811",11
"58812",3
"58813",1
"58814",31
"58815",11
"58816",9
"58817",15
"58818",3
"58819",11
"58820",8
"58821",14
"58822",3
"58823",10
"58824",7
"58825",3
"58826",4
"58827",11
"58828",7
"58829",6
"58830",12
"58831",16
"58832",5
"58833",16
"58834",14
"58835",4
"58836",7
"58837",7
"58838",14
"58839",6
"58840",3
"58841",1
"58842",16
"58843",10
"58844",8
"58845",1
"58846",2
"58847",18
"58848",5
"58849",24
"58850",11
"58851",7
"58852",2
"58853",7
"58854",12
"58855",5
"58856",9
"58857",7
"58858",8
"58859",15
"58860",7
"58861",21
"58862",10
"58863",2
"58864",10
"58865",3
"58866",9
"58867",8
"58868",14
"58869",15
"58870",4
"58871",0
"58872",6
"58873",22
"58874",8
"58875",22
"58876",9
"58877",1
"58878",3
"58879",4
"58880",12
"58881",5
"58882",8
"58883",13
"58884",8
"58885",12
"58886",9
"58887",5
"58888",23
"58889",3
"58890",0
"58891",11
"58892",29
"58893",11
"58894",7
"58895",5
"58896",4
"58897",26
"58898",4
"58899",18
"58900",7
"58901",3
"58902",5
"58903",7
"58904",23
"58905",16
"58906",9
"58907",20
"58908",3
"58909",11
"58910",4
"58911",4
"58912",27
"58913",10
"58914",6
"58915",10
"58916",4
"58917",8
"58918",13
"58919",11
"58920",11
"58921",9
"58922",16
"58923",17
"58924",13
"58925",3
"58926",5
"58927",13
"58928",6
"58929",5
"58930",6
"58931",7
"58932",2
"58933",16
"58934",9
"58935",22
"58936",1
"58937",7
"58938",4
"58939",14
"58940",8
"58941",15
"58942",7
"58943",8
"58944",9
"58945",13
"58946",5
"58947",10
"58948",3
"58949",7
"58950",15
"58951",8
"58952",5
"58953",2
"58954",6
"58955",9
"58956",11
"58957",5
"58958",8
"58959",20
"58960",5
"58961",12
"58962",10
"58963",3
"58964",12
"58965",3
"58966",2
"58967",21
"58968",23
"58969",14
"58970",7
"58971",14
"58972",7
"58973",12
"58974",13
"58975",3
"58976",30
"58977",10
"58978",8
"58979",12
"58980",9
"58981",10
"58982",3
"58983",8
"58984",7
"58985",1
"58986",6
"58987",4
"58988",28
"58989",4
"58990",3
"58991",17
"58992",18
"58993",8
"58994",13
"58995",7
"58996",9
"58997",14
"58998",7
"58999",6
"59000",4
"59001",5
"59002",3
"59003",15
"59004",9
"59005",7
"59006",5
"59007",2
"59008",5
"59009",2
"59010",1
"59011",12
"59012",4
"59013",2
"59014",3
"59015",32
"59016",17
"59017",11
"59018",9
"59019",5
"59020",1
"59021",6
"59022",14
"59023",6
"59024",7
"59025",8
"59026",2
"59027",9
"59028",4
"59029",13
"59030",15
"59031",14
"59032",9
"59033",10
"59034",21
"59035",1
"59036",13
"59037",10
"59038",6
"59039",16
"59040",1
"59041",8
"59042",3
"59043",15
"59044",21
"59045",8
"59046",10
"59047",10
"59048",17
"59049",19
"59050",9
"59051",7
"59052",9
"59053",4
"59054",17
"59055",16
"59056",13
"59057",12
"59058",2
"59059",14
"59060",9
"59061",0
"59062",7
"59063",2
"59064",11
"59065",4
"59066",6
"59067",17
"59068",9
"59069",5
"59070",3
"59071",17
"59072",7
"59073",13
"59074",4
"59075",4
"59076",23
"59077",4
"59078",9
"59079",12
"59080",4
"59081",19
"59082",26
"59083",18
"59084",8
"59085",6
"59086",6
"59087",7
"59088",8
"59089",28
"59090",6
"59091",6
"59092",12
"59093",3
"59094",10
"59095",4
"59096",6
"59097",13
"59098",9
"59099",9
"59100",15
"59101",9
"59102",20
"59103",12
"59104",13
"59105",4
"59106",13
"59107",1
"59108",4
"59109",6
"59110",7
"59111",9
"59112",3
"59113",7
"59114",8
"59115",3
"59116",7
"59117",11
"59118",11
"59119",2
"59120",7
"59121",13
"59122",2
"59123",9
"59124",2
"59125",10
"59126",3
"59127",7
"59128",28
"59129",8
"59130",8
"59131",6
"59132",15
"59133",11
"59134",8
"59135",11
"59136",14
"59137",15
"59138",14
"59139",3
"59140",1
"59141",7
"59142",18
"59143",12
"59144",1
"59145",0
"59146",10
"59147",20
"59148",6
"59149",2
"59150",4
"59151",10
"59152",23
"59153",12
"59154",6
"59155",1
"59156",1
"59157",2
"59158",11
"59159",16
"59160",9
"59161",7
"59162",29
"59163",25
"59164",14
"59165",13
"59166",2
"59167",4
"59168",1
"59169",8
"59170",8
"59171",4
"59172",13
"59173",15
"59174",4
"59175",10
"59176",2
"59177",7
"59178",19
"59179",2
"59180",3
"59181",5
"59182",13
"59183",6
"59184",3
"59185",10
"59186",19
"59187",11
"59188",12
"59189",21
"59190",12
"59191",5
"59192",22
"59193",12
"59194",4
"59195",7
"59196",15
"59197",10
"59198",1
"59199",15
"59200",3
"59201",4
"59202",6
"59203",3
"59204",0
"59205",6
"59206",7
"59207",29
"59208",3
"59209",16
"59210",9
"59211",11
"59212",13
"59213",5
"59214",12
"59215",6
"59216",7
"59217",6
"59218",1
"59219",12
"59220",5
"59221",19
"59222",27
"59223",2
"59224",17
"59225",8
"59226",22
"59227",2
"59228",7
"59229",5
"59230",12
"59231",16
"59232",22
"59233",6
"59234",9
"59235",1
"59236",0
"59237",8
"59238",13
"59239",5
"59240",10
"59241",8
"59242",4
"59243",12
"59244",20
"59245",1
"59246",2
"59247",4
"59248",8
"59249",8
"59250",6
"59251",9
"59252",3
"59253",12
"59254",33
"59255",2
"59256",9
"59257",0
"59258",17
"59259",1
"59260",8
"59261",8
"59262",5
"59263",7
"59264",5
"59265",13
"59266",3
"59267",2
"59268",3
"59269",14
"59270",2
"59271",8
"59272",3
"59273",4
"59274",16
"59275",8
"59276",15
"59277",37
"59278",3
"59279",2
"59280",5
"59281",2
"59282",12
"59283",5
"59284",7
"59285",14
"59286",3
"59287",3
"59288",6
"59289",14
"59290",2
"59291",1
"59292",1
"59293",14
"59294",8
"59295",3
"59296",5
"59297",8
"59298",13
"59299",3
"59300",6
"59301",6
"59302",7
"59303",1
"59304",3
"59305",4
"59306",6
"59307",12
"59308",16
"59309",18
"59310",5
"59311",3
"59312",16
"59313",26
"59314",11
"59315",5
"59316",11
"59317",7
"59318",21
"59319",14
"59320",10
"59321",15
"59322",2
"59323",9
"59324",5
"59325",1
"59326",17
"59327",6
"59328",7
"59329",7
"59330",6
"59331",7
"59332",14
"59333",17
"59334",2
"59335",3
"59336",2
"59337",4
"59338",10
"59339",3
"59340",2
"59341",14
"59342",9
"59343",18
"59344",3
"59345",2
"59346",7
"59347",5
"59348",2
"59349",7
"59350",12
"59351",12
"59352",4
"59353",11
"59354",18
"59355",19
"59356",9
"59357",10
"59358",16
"59359",5
"59360",14
"59361",15
"59362",3
"59363",5
"59364",19
"59365",8
"59366",12
"59367",4
"59368",9
"59369",6
"59370",5
"59371",21
"59372",17
"59373",19
"59374",22
"59375",9
"59376",6
"59377",0
"59378",15
"59379",6
"59380",4
"59381",18
"59382",12
"59383",5
"59384",14
"59385",23
"59386",8
"59387",4
"59388",2
"59389",15
"59390",6
"59391",9
"59392",9
"59393",5
"59394",11
"59395",16
"59396",7
"59397",5
"59398",4
"59399",11
"59400",28
"59401",6
"59402",10
"59403",12
"59404",10
"59405",0
"59406",3
"59407",10
"59408",19
"59409",5
"59410",0
"59411",6
"59412",5
"59413",6
"59414",4
"59415",12
"59416",18
"59417",23
"59418",13
"59419",1
"59420",4
"59421",8
"59422",3
"59423",23
"59424",18
"59425",6
"59426",7
"59427",12
"59428",5
"59429",5
"59430",3
"59431",1
"59432",13
"59433",11
"59434",12
"59435",12
"59436",9
"59437",1
"59438",6
"59439",29
"59440",10
"59441",3
"59442",13
"59443",9
"59444",10
"59445",8
"59446",4
"59447",9
"59448",2
"59449",14
"59450",8
"59451",13
"59452",5
"59453",4
"59454",9
"59455",9
"59456",14
"59457",12
"59458",11
"59459",9
"59460",2
"59461",16
"59462",16
"59463",1
"59464",6
"59465",14
"59466",4
"59467",10
"59468",6
"59469",5
"59470",1
"59471",8
"59472",15
"59473",2
"59474",13
"59475",11
"59476",6
"59477",23
"59478",8
"59479",35
"59480",0
"59481",8
"59482",4
"59483",6
"59484",3
"59485",3
"59486",6
"59487",7
"59488",9
"59489",8
"59490",16
"59491",14
"59492",5
"59493",6
"59494",5
"59495",5
"59496",2
"59497",3
"59498",17
"59499",22
"59500",8
"59501",3
"59502",33
"59503",14
"59504",6
"59505",2
"59506",13
"59507",13
"59508",3
"59509",12
"59510",6
"59511",1
"59512",5
"59513",6
"59514",8
"59515",3
"59516",22
"59517",16
"59518",6
"59519",16
"59520",11
"59521",15
"59522",15
"59523",10
"59524",17
"59525",29
"59526",3
"59527",7
"59528",18
"59529",7
"59530",2
"59531",3
"59532",3
"59533",8
"59534",5
"59535",2
"59536",6
"59537",16
"59538",8
"59539",12
"59540",26
"59541",12
"59542",8
"59543",24
"59544",15
"59545",2
"59546",8
"59547",21
"59548",2
"59549",1
"59550",9
"59551",10
"59552",3
"59553",7
"59554",9
"59555",2
"59556",21
"59557",7
"59558",9
"59559",10
"59560",1
"59561",5
"59562",0
"59563",3
"59564",8
"59565",9
"59566",6
"59567",27
"59568",6
"59569",3
"59570",13
"59571",4
"59572",2
"59573",16
"59574",3
"59575",4
"59576",9
"59577",13
"59578",1
"59579",5
"59580",10
"59581",8
"59582",16
"59583",16
"59584",19
"59585",12
"59586",15
"59587",6
"59588",1
"59589",15
"59590",21
"59591",18
"59592",0
"59593",38
"59594",5
"59595",1
"59596",6
"59597",2
"59598",7
"59599",19
"59600",5
"59601",9
"59602",15
"59603",4
"59604",9
"59605",4
"59606",13
"59607",11
"59608",3
"59609",0
"59610",11
"59611",19
"59612",5
"59613",4
"59614",2
"59615",6
"59616",12
"59617",5
"59618",10
"59619",10
"59620",21
"59621",7
"59622",2
"59623",6
"59624",11
"59625",5
"59626",3
"59627",6
"59628",7
"59629",5
"59630",5
"59631",9
"59632",3
"59633",21
"59634",6
"59635",15
"59636",21
"59637",2
"59638",27
"59639",9
"59640",6
"59641",20
"59642",5
"59643",2
"59644",6
"59645",4
"59646",4
"59647",8
"59648",2
"59649",9
"59650",13
"59651",9
"59652",10
"59653",11
"59654",6
"59655",13
"59656",5
"59657",20
"59658",11
"59659",6
"59660",7
"59661",4
"59662",8
"59663",7
